ID,Bucket,Title,Decision Type,Trigger Criteria,Requirement,Justification,Parent Decision IDs,Baseline Bundle ID,Rule Classification,Mapping Status,Mapping Rationale,Source Version,Source URL,Source Match
VCF-BKP-REQD-CFG-002,CORE,Management Component Retention Policy,Required,hldRecoveryObjectives!=UNRESOLVED,Configure a backup retention policy of at least 7 days for all VCF management components.,Ensures multiple recovery points exist to roll back from failed upgrades or logical corruption.,DEC-PROT-001; DEC-PROT-002,BL-PROT-001,DECISION_LED,MAPPED,Retention policy refinement applies once recovery objectives are architect-defined.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-blueprints-for/security-modernization/vcf-backup-and-restore.html,prefix:VCF-BKP-
VCF-BKP-REQD-CFG-003,CORE,Workload Backup Protection Model,Required,hldProtectionModel=BACKUP,Protect workloads with file-based / image-based backup pipelines (SFTP/object targets) without requiring cross-site Live Recovery pairing.,Maps the BACKUP protection-model selection to concrete backup placement and retention Design IDs.,DEC-PROT-001; DEC-PROT-002,BL-PROT-001,DECISION_LED,MAPPED,Activated when protection model is Backup.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/sddc-manager-design.html,prefix:VCF-BKP-
VCF-BKP-REQD-CFG-004,CORE,Local Recovery Protection Model,Required,hldProtectionModel=LOCAL_RECOVERY,Size local recovery (same-site restore / local replication targets) without mandatory cross-site pairing or isolated cyber-vault controls.,Maps the LOCAL_RECOVERY protection-model selection so every Protection Model option resolves to a Design ID.,DEC-PROT-001; DEC-PROT-002,BL-PROT-001,DECISION_LED,MAPPED,Activated when protection model is Local recovery.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-blueprints-for/security-modernization/vcf-disaster-recovery.html,prefix:VCF-BKP-
VCF-VLR-REQD-CFG-001,DR,Live Recovery Placement,Required,"hldProtectionModel IN [REPLICATION,CYBER_VAULT]",Deploy VMware Live Recovery (VLR) management appliances in the management domain.,Isolates DR orchestration components from the protected workload infrastructure.,DEC-PROT-001; DEC-AVAIL-001,BL-PROT-001,DECISION_LED,MAPPED,Live Recovery / replication design applies when protection model is site replication or cyber vault.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-blueprints-for/security-modernization/vcf-disaster-recovery.html,prefix:VCF-VLR-
VCF-VLR-REQD-CFG-002,DR,Cross-Site Pairing,Required,"hldProtectionModel IN [REPLICATION,CYBER_VAULT]",Establish bidirectional pairing between the protected and recovery VCF instances.,Required to sync inventory mappings and execute automated recovery plans.,DEC-PROT-001; DEC-AVAIL-001,BL-PROT-001,DECISION_LED,MAPPED,Live Recovery / replication design applies when protection model is site replication or cyber vault.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-blueprints-for/security-modernization/vcf-disaster-recovery.html,prefix:VCF-VLR-
VCF-VLR-REQD-CFG-003,DR,vSphere Replication,Required,"hldProtectionModel IN [REPLICATION,CYBER_VAULT]",Deploy vSphere Replication appliances mapped to the specific VI workload domain clusters.,Handles the data-plane block replication for VMs not protected by array-based replication.,DEC-PROT-001; DEC-AVAIL-001,BL-PROT-001,DECISION_LED,MAPPED,Live Recovery / replication design applies when protection model is site replication or cyber vault.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-blueprints-for/security-modernization/vcf-disaster-recovery.html,prefix:VCF-VLR-
VCF-EDGE-REQD-PAT-001,EDGE,Centrally Managed Edge (Pattern 1),Required,activeEdgePattern=1,Deploy centrally managed edge compute clusters within a central workload domain.,Provides consistent lifecycle and governance operations for standard branch deployments.,DEC-EDGE-001,BL-EDGE-001,DECISION_LED,MAPPED,Activated by activeEdgePattern=1; governed by DEC-EDGE-001.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-edge-options-and-patterns-9-x/design-options-with-vcf-edge-full-stack/vcf-edge-centrally-managed-edge-compute-clusters.html,exact-id
VCF-EDGE-REQD-PAT-002,EDGE,Segregated Edge WLD (Pattern 2),Required,activeEdgePattern=2,Segregate edge environments across regional workload domains.,Improves isolation resiliency and regional autonomy for large-scale distributed sites.,DEC-EDGE-001,BL-EDGE-001,DECISION_LED,MAPPED,Activated by activeEdgePattern=2; governed by DEC-EDGE-001.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-edge-options-and-patterns-9-x/design-options-with-vcf-edge-full-stack/vcf-edge-segregated-deployment-across-multi-region-domains.html,exact-id
VCF-EDGE-REQD-PAT-003,EDGE,Locally Managed Edge (Pattern 3),Required,activeEdgePattern=3,Deploy localized management components (vCenter) directly at the edge location.,Reduces dependency on centralized infrastructure and improves site autonomy during WAN outages.,DEC-EDGE-001,BL-EDGE-001,DECISION_LED,MAPPED,Activated by activeEdgePattern=3; governed by DEC-EDGE-001.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-edge-options-and-patterns-9-x/design-options-with-vcf-edge-full-stack/vcf-edge-locally-managed-edge.html,exact-id
VCF-EDGE-REQD-PAT-004,EDGE,Distributed VCF Fleet (Pattern 4),Required,activeEdgePattern=4,Implement a shared VCF Fleet model with centralized governance and regional isolation.,Supports multiple distributed edge regions scaling beyond the capacity of a single SDDC Manager.,DEC-EDGE-001,BL-EDGE-001,DECISION_LED,MAPPED,Activated by activeEdgePattern=4; governed by DEC-EDGE-001.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-edge-options-and-patterns-9-x/design-options-with-vcf-edge-full-stack/vcf-edge-pattern-multi-region-fleet-distributed-edge.html,exact-id
VCF-EDGE-REQD-PAT-005,EDGE,Dark Site Edge (Pattern 5),Required,activeEdgePattern=5,Design edge deployments as Dark Sites for disconnected or air-gapped environments.,Requires local implementation of DNS NTP Identity and Licensing with minimal external dependencies.,DEC-EDGE-001,BL-EDGE-001,DECISION_LED,MAPPED,Activated by activeEdgePattern=5; governed by DEC-EDGE-001.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-edge-options-and-patterns-9-x/design-options-with-vcf-edge-full-stack/vcf-edge-dark-site.html,exact-id
VCF-EDGE-REQD-PAT-006,EDGE,Supervisor at the Edge (Pattern 6),Required,activeEdgePattern=6,Extend vSphere Supervisor (VKS) control plane to edge compute clusters.,Enables native Kubernetes management for edge workloads like OpenShift Rancher or Tanzu.,DEC-EDGE-001,BL-EDGE-001,DECISION_LED,MAPPED,Activated by activeEdgePattern=6; governed by DEC-EDGE-001.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-edge-options-and-patterns-9-x/design-options-with-vcf-edge-full-stack/vcf-edge-pattern-supervisor-multiple-domains.html,exact-id
VCF-EDGE-REQD-PAT-007,EDGE,Zonal Edge Separation (Pattern 7),Required,activeEdgePattern=7,Use zonal separation for Supervisor workloads across multiple edge environments.,Improves resiliency and fault isolation for Kubernetes clusters spanning physical store locations.,DEC-EDGE-001; DEC-VKS-002,BL-EDGE-001,DECISION_LED,MAPPED,"Activated by activeEdgePattern=7; governed by DEC-EDGE-001, DEC-VKS-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-edge-options-and-patterns-9-x/design-options-with-vcf-edge-full-stack/vcf-edge-supervisor-zonal-separation.html,exact-id
VCF-EDGE-REQD-PAT-008,EDGE,Single-Host Supervisor (Pattern 8),Required,activeEdgePattern=8,Deploy a single-host vSphere Supervisor (VKS) architecture at the edge.,Minimizes the hardware footprint for lightweight or non-critical edge container deployments.,DEC-EDGE-001,BL-EDGE-001,DECISION_LED,MAPPED,Activated by activeEdgePattern=8; governed by DEC-EDGE-001.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-edge-options-and-patterns-9-x/design-options-with-vcf-edge-full-stack/vcf-edge-single-host-vsphere-supervisor.html,exact-id
VCF-EDGE-REQD-PAT-009,EDGE,Cloud Proxy for Remote Edge (Pattern 9),Required,activeEdgePattern=9,Deploy VCF Ops Cloud Proxies at remote edge sites with WAN latency > 100ms.,Buffers telemetry locally during WAN link drops to prevent central engine overload and data loss.,DEC-EDGE-001; DEC-OPS-002,BL-EDGE-001,DECISION_LED,MAPPED,"Activated by activeEdgePattern=9; governed by DEC-EDGE-001, DEC-OPS-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-edge-options-and-patterns-9-x/design-options-with-vcf-edge-full-stack/vcf-edge-existing-vcf-operations-far-edge-expansion.html,exact-id
VCF-EDGE-REQD-PAT-010,EDGE,Colocated vCenter/ESXi (Pattern 10),Required,activeEdgePattern=10,Deploy vCenter alongside ESXi hosts at the edge site.,Provides localized infrastructure management and operational independence without requiring a full management cluster.,DEC-EDGE-001,BL-EDGE-001,DECISION_LED,MAPPED,Activated by activeEdgePattern=10; governed by DEC-EDGE-001.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-edge-options-and-patterns-9-x/design-options-with-vcf-edge-full-stack/vcf-edge-colocated-vcenter-with-esx-host.html,exact-id
VCF-VDS-COM-REQD-CFG-001,NET,Distributed Switch Model,Required,ALWAYS,Deploy a single vSphere Distributed Switch (vDS) per cluster.,Simplifies management and standardizes uplink configuration using NIOC.,DEC-NET-001,BL-NET-001,INHERIT_PARENT_SCOPE,MAPPED,Required after parent decision DEC-NET-001 activates this domain or solution.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/network-designs/vsphere-cluster-network-models.html,prefix:VCF-VDS-
VCF-VPC-REQD-CFG-001,NET,Advanced VPC Networking,Required,networkingModel=VPC,Utilize Advanced VPC logical constructs for multi-tenant network isolation.,Delegates IP address and subnet management securely to tenant operators.,DEC-NET-001; DEC-NET-007; DEC-NET-008,BL-NET-001,DECISION_LED,MAPPED,Baseline Advanced VPC networking when networkingModel=VPC; policy-specific children refine connectivity.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/workload-connectivity-designs.html,prefix:VCF-VPC-
VCF-VPC-REQD-CFG-002,NET,Isolated VPC Connectivity,Required,networkingModel=VPC; hldVpcConnectivityPolicy=ISOLATED,Configure VPCs with isolated connectivity — no community or shared-services east-west paths by default.,Isolated policy minimizes blast radius; design must document how shared services are reached without community peering.,DEC-NET-001; DEC-NET-007,BL-NET-001,DECISION_LED,MAPPED,Activated when networkingModel=VPC and hldVpcConnectivityPolicy=ISOLATED.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/workload-connectivity-designs.html,prefix:VCF-VPC-
VCF-VPC-REQD-CFG-003,NET,Community VPC Connectivity,Required,networkingModel=VPC; hldVpcConnectivityPolicy=COMMUNITY,Enable community connectivity between selected VPCs with explicit allow-lists and route exchange controls.,Community policy requires documented peer groups and traffic contracts between application VPCs.,DEC-NET-001; DEC-NET-007,BL-NET-001,DECISION_LED,MAPPED,Activated when networkingModel=VPC and hldVpcConnectivityPolicy=COMMUNITY.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/workload-connectivity-designs.html,prefix:VCF-VPC-
VCF-VPC-REQD-CFG-004,NET,Shared Services VPC Connectivity,Required,networkingModel=VPC; hldVpcConnectivityPolicy=SHARED_SERVICES,"Publish shared services (DNS, AD, monitoring, image registry) via a dedicated shared-services VPC/attachment model.",Shared-services connectivity centralizes common platforms while keeping tenant VPCs from full mesh peering.,DEC-NET-001; DEC-NET-007,BL-NET-001,DECISION_LED,MAPPED,Activated when networkingModel=VPC and hldVpcConnectivityPolicy=SHARED_SERVICES.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/workload-connectivity-designs.html,prefix:VCF-VPC-
VCF-NET-REQD-CFG-006,NET,VLAN Separation,Required,hldNicProfile=4,Use VLANs to separate physical network functions.,Supports physical network connectivity without requiring many NICs and isolates different network functions.,DEC-NET-001; DEC-NET-003; DEC-NET-006,BL-NET-001,DECISION_LED,MAPPED,"Activated by hldNicProfile=4; governed by DEC-NET-001, DEC-NET-003, DEC-NET-006.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/network-designs.html,title-hint
VCF-NET-REQD-CFG-007,NET,802.1Q Trunking,Required,ALWAYS,Configure the VLANs as members of an 802.1Q trunk.,Allows all VLANs to be available on the same physical network adapters on the ESXi hosts.,DEC-NET-001; DEC-NET-003; DEC-NET-006,BL-NET-001,BASELINE,MAPPED,Inherited BL-NET-001 control; retained without presenting it as a questionnaire branch.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/network-designs.html,title-hint
VCF-NET-REQD-CFG-008,NET,Inter-Instance MTU,Required,hldSiteTopology=MULTI,"Set the MTU size to at least 1,500 bytes on the components of the physical network between the VCF instances.",Prevents packet fragmentation for cross-instance management traffic.,DEC-NET-001; DEC-NET-003; DEC-NET-006,BL-NET-001,DECISION_LED,MAPPED,"Activated by hldSiteTopology=MULTI; governed by DEC-NET-001, DEC-NET-003, DEC-NET-006.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/network-designs.html,title-hint
VCF-NET-L3MR-REQD-CFG-001,NET,Multi-Rack VLANs,Required,networkPhysicalTopology=L3_ROUTED,"For a multi-rack compute VI workload domain cluster, provide separate VLANs per rack for each network function.",Limits Layer 2 broadcast domains and scales network topology efficiently.,DEC-NET-001; DEC-NET-003; DEC-NET-006,BL-NET-001,DECISION_LED,MAPPED,"Activated by networkPhysicalTopology=L3_ROUTED; governed by DEC-NET-001, DEC-NET-003, DEC-NET-006.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/cluster-models/layer-3-multi-rack-cluster.html,exact-id
VCF-NET-L3MR-REQD-CFG-002,NET,Multi-Rack Routing,Required,networkPhysicalTopology=L3_ROUTED,"For a multi-rack compute VI workload domain cluster, the subnets for each network per rack must be routable and reachable to the leaf switches in the other racks.",Enables L3 communication between racks for stretched vSAN and vMotion traffic.,DEC-NET-001,BL-NET-001,DECISION_LED,MAPPED,Activated by networkPhysicalTopology=L3_ROUTED; governed by DEC-NET-001.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/cluster-models/layer-3-multi-rack-cluster.html,exact-id
VCF-AVI-REQD-CFG-001,NSX,Advanced Load Balancing,Required,ALWAYS,Deploy VMware Avi Load Balancer controllers in the Management Domain.,Replaces legacy NSX load balancing providing robust L4/L7 ingress and WAF.,DEC-NET-001; DEC-NET-004,BL-NSX-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-NET-001, DEC-NET-004 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-load-balancing-detailed-design.html,prefix:VCF-AVI-
VCF-NSX-LM-REQD-CFG-001,NSX,NSX Manager Network,Required,ALWAYS,Place the appliances of the NSX Manager cluster on the VM management network in the management domain.,Provides direct secure connection to the ESXi hosts and vCenter Server for distributed network services.,DEC-NET-001,BL-NSX-001,INHERIT_PARENT_SCOPE,MAPPED,Required after parent decision DEC-NET-001 activates this domain or solution.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/nsx-management-and-control-plane-detailed-design.html,prefix:VCF-NSX-LM-
VCF-NSX-LM-REQD-CFG-002,NSX,Mgmt Domain NSX Cluster,Required,availabilityModel=HA,Deploy a cluster of three NSX Manager nodes for the management domain.,Ensures continuous control-plane availability for network virtualisation and routing.,DEC-NET-001,BL-NSX-001,INHERIT_PARENT_SCOPE,MAPPED,Required after parent decision DEC-NET-001 activates this domain or solution.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/nsx-management-and-control-plane-detailed-design/high-availability-nsx-manager-model.html,exact-id
VCF-NSX-LM-REQD-CFG-003,NSX,VI Domain NSX Cluster,Required,ALWAYS,Deploy a separate cluster of three NSX Manager nodes for each VI workload domain.,Isolates the network control plane of tenant workloads from the management domain infrastructure.,DEC-NET-001,BL-NSX-001,INHERIT_PARENT_SCOPE,MAPPED,Required after parent decision DEC-NET-001 activates this domain or solution.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/nsx-management-and-control-plane-detailed-design.html,prefix:VCF-NSX-LM-
VCF-NSX-LM-REQD-CFG-004,NSX,NSX Manager Anti-Affinity,Required,ALWAYS,Apply a DRS anti-affinity rule to separate the NSX Manager nodes across different ESXi hosts.,Prevents a single physical host failure from disabling the entire NSX control plane.,DEC-NET-001; DEC-AVAIL-002,BL-NSX-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-NET-001, DEC-AVAIL-002 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/nsx-management-and-control-plane-detailed-design.html,prefix:VCF-NSX-LM-
VCF-NSX-LM-REQD-CFG-005,NSX,NSX Manager Sizing,Required,ALWAYS,Deploy NSX Manager appliances in the Medium or Large form factor.,Ensures adequate API and control plane performance for enterprise-scale software-defined networking.,DEC-NET-001; DEC-AVAIL-002,BL-NSX-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-NET-001, DEC-AVAIL-002 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/nsx-management-and-control-plane-detailed-design.html,prefix:VCF-NSX-LM-
VCF-NSX-EDGE-REQD-CFG-001,NSX,NSX Edge Cluster Size,Required,ALWAYS,Deploy an NSX Edge cluster with a minimum of two Edge nodes.,Provides Active/Standby or Active/Active high availability for North-South routing egress.,DEC-NET-001; DEC-NET-002; DEC-NET-004; DEC-NET-005,BL-NSX-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-NET-001, DEC-NET-002, DEC-NET-004, DEC-NET-005 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/design-library-nsx-edge-cluster.html,prefix:VCF-NSX-EDGE-
VCF-NSX-EDGE-REQD-CFG-002,NSX,NSX Edge Node Sizing,Required,ALWAYS,Size the NSX Edge appliances as Large or Extra Large for production workloads.,Guarantees sufficient vCPU and RAM to process high-throughput BGP routing and stateful firewall services.,DEC-NET-001; DEC-AVAIL-002; DEC-NET-002; DEC-NET-004; DEC-NET-005,BL-NSX-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-NET-001, DEC-AVAIL-002, DEC-NET-002, DEC-NET-004, DEC-NET-005 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/design-library-nsx-edge-cluster.html,prefix:VCF-NSX-EDGE-
VCF-NSX-EDGE-REQD-CFG-003,NSX,Tier-0 Gateway,Required,ALWAYS,Create a dedicated Tier-0 gateway for North-South routing.,Acts as the primary egress boundary between the NSX overlay networks and the physical data center fabric.,DEC-NET-001; DEC-NET-002; DEC-NET-004; DEC-NET-005,BL-NSX-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-NET-001, DEC-NET-002, DEC-NET-004, DEC-NET-005 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/design-library-nsx-edge-cluster.html,prefix:VCF-NSX-EDGE-
VCF-NSX-EDGE-REQD-CFG-004,NSX,BGP Route Learning,Required,networkTransitType=CTGW,Configure BGP on the Tier-0 gateway for dynamic route learning with physical top-of-rack switches.,Automates route propagation without the operational overhead of managing static routes.,DEC-NET-001; DEC-NET-002; DEC-NET-004; DEC-NET-005,BL-NSX-001,DECISION_LED,MAPPED,"Activated by networkTransitType=CTGW; governed by DEC-NET-001, DEC-NET-002, DEC-NET-004, DEC-NET-005.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/design-library-nsx-edge-cluster.html,prefix:VCF-NSX-EDGE-
VCF-NSX-EDGE-REQD-CFG-005,NSX,Edge Anti-Affinity,Required,ALWAYS,Create a DRS anti-affinity rule for the NSX Edge VMs in the cluster.,Ensures primary and standby edge routers are not impacted simultaneously by a single host failure.,DEC-NET-001; DEC-AVAIL-002; DEC-NET-002; DEC-NET-004; DEC-NET-005,BL-NSX-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-NET-001, DEC-AVAIL-002, DEC-NET-002, DEC-NET-004, DEC-NET-005 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/design-library-nsx-edge-cluster.html,prefix:VCF-NSX-EDGE-
VCF-NSX-EDGE-REQD-CFG-006,NSX,Edge TEP Network,Required,ALWAYS,Allocate a dedicated VLAN for NSX Edge TEP traffic.,Isolates Edge overlay traffic from ESXi host overlay traffic simplifying QoS and troubleshooting.,DEC-NET-001; DEC-NET-002; DEC-NET-004; DEC-NET-005,BL-NSX-001,INHERIT_PARENT_SCOPE,MAPPED,"Required after parent decision DEC-NET-001, DEC-NET-002, DEC-NET-004, DEC-NET-005 activates this domain or solution.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/design-library-nsx-edge-cluster.html,prefix:VCF-NSX-EDGE-
VCF-NSX-FED-REQD-CFG-001,NSX,NSX Federation,Required,hldMultiSiteType=FEDERATED,Deploy an NSX Global Manager cluster for multi-site federation.,Enables consistent security policies and stretched Layer 2 networks across multiple VCF instances.,DEC-NET-001; DEC-AVAIL-001; DEC-FLEET-002,BL-NSX-001,DECISION_LED,MAPPED,"Activated by hldMultiSiteType=FEDERATED; governed by DEC-NET-001, DEC-AVAIL-001, DEC-FLEET-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/nsx-management-and-control-plane-detailed-design/high-availability-nsx-global-manager-model.html,exact-id
VCF-NSX-FED-REQD-CFG-002,NSX,Global Manager Cluster,Required,hldMultiSiteType=FEDERATED,Deploy a cluster of 3 Global Manager nodes in the primary site and 3 in the secondary site.,Ensures resilient multi-region control plane availability for stretched topologies.,DEC-NET-001; DEC-AVAIL-001; DEC-FLEET-002,BL-NSX-001,DECISION_LED,MAPPED,"Activated by hldMultiSiteType=FEDERATED; governed by DEC-NET-001, DEC-AVAIL-001, DEC-FLEET-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/nsx-management-and-control-plane-detailed-design/high-availability-nsx-global-manager-model.html,prefix:VCF-NSX-FED-
VCF-NSX-FED-REQD-CFG-003,NSX,RTEP MTU Sizing,Required,hldMultiSiteType=FEDERATED,Configure an MTU of 9000 for Remote TEP (RTEP) interfaces between federated sites.,Minimizes fragmentation across the inter-site WAN for stretched GENEVE overlay networks.,DEC-NET-001; DEC-AVAIL-002; DEC-NET-003; DEC-NET-006; DEC-AVAIL-001; DEC-FLEET-002,BL-NSX-001,DECISION_LED,MAPPED,"Activated by hldMultiSiteType=FEDERATED; governed by DEC-NET-001, DEC-AVAIL-002, DEC-NET-003, DEC-NET-006, DEC-AVAIL-001, DEC-FLEET-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/nsx-management-and-control-plane-detailed-design/high-availability-nsx-global-manager-model.html,prefix:VCF-NSX-FED-
VCF-OPS-REQD-CFG-001,OPS,VCF Operations Placement,Required,ALWAYS,Deploy VCF Operations in the central management domain.,Provides unified capacity planning performance monitoring and memory tiering analytics for the entire VCF stack.,DEC-OPS-001,BL-OPS-001,INHERIT_PARENT_SCOPE,MAPPED,Required after parent decision DEC-OPS-001 activates this domain or solution.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design.html,prefix:VCF-OPS-
VCF-OPS-REQD-CFG-002,OPS,VCF Ops HA Cluster,Required,ALWAYS,Deploy the VCF Operations analytics cluster with a primary node and at least one replica node.,Ensures continuous availability of telemetry data and analytics processing during node failures.,DEC-OPS-001,BL-OPS-001,INHERIT_PARENT_SCOPE,MAPPED,Required after parent decision DEC-OPS-001 activates this domain or solution.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design.html,prefix:VCF-OPS-
VCF-OPS-REQD-CFG-003,OPS,VCF Operations for Logs,Required,derivedLogs=true,Deploy VCF Operations for Logs in the management domain.,Centralizes syslog ingestion for rapid troubleshooting and security auditing across all ESXi hosts.,DEC-OPS-001; DEC-OPS-002,BL-OPS-001,DECISION_LED,MAPPED,"Activated by derivedLogs=true; governed by DEC-OPS-001, DEC-OPS-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-for-logs-deployment-models.html,title-hint
VCF-OPS-REQD-CFG-004,OPS,Logs Load Balancer,Required,derivedLogs=true,Configure a load balancer (ILB) for the VCF Operations for Logs cluster.,Distributes incoming syslog traffic evenly across log nodes to prevent ingestion bottlenecks.,DEC-OPS-001; DEC-NET-004; DEC-OPS-002,BL-OPS-001,DECISION_LED,MAPPED,"Activated by derivedLogs=true; governed by DEC-OPS-001, DEC-NET-004, DEC-OPS-002.",VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design/vcf-operations-for-logs-deployment-models.html,title-hint
VCF-OPS-REQD-CFG-005,OPS,Operations Network,Required,ALWAYS,Place all Operations appliances on the VM management network.,Simplifies communication with vCenter SDDC Manager and ESXi management interfaces.,DEC-OPS-001,BL-OPS-001,INHERIT_PARENT_SCOPE,MAPPED,Required after parent decision DEC-OPS-001 activates this domain or solution.,VCF 9.1,https://techdocs.broadcom.com/us/en/vmware-cis/vcf/vcf-9-0-and-later/9-1/design/design-library/vcf-operations-design.html,prefix:VCF-OPS-
